Job_Title,Company,City,State,Work_Type,Min_Salary,Max_Salary,Unit,Posted_Date,Skills,Avg_Salary,Job
Senior Business Analyst #024571,State of Missouri,Jefferson City,MO,Full-time,53102.59,78003.99,Year,0.3333333333333333,"['Business analysis', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'IT', 'Business requirements']",65553.29000000001,Data Analyst
Business Analyst - Customer Service (contract),Pfizer,Collegeville,PA,Contract,30.0,34.0,Hour,0.20833333333333334,"['Microsoft Excel', 'SAP', 'Microsoft Office', 'High school diploma or GED', ""Bachelor's degree"", 'Data entry', 'Agile', 'Communication skills', 'Entry level']",32.0,Data Analyst
Quality Data Analyst,City of Hope,Remote,Unknown,Full-time,39.25,60.84,Hour,0.375,"['Microsoft Excel', 'Microsoft Access', 'Relational databases', 'Bachelor of Science', 'Mid-level', 'Microsoft Office', '3 years', 'Databases', 'SQL', ""Bachelor's degree"", 'IT']",50.045,Data Analyst
Analyst Customer Support Performance Analytics,JetBlue Airways Corporation,Orlando,FL,Unknown,52800.0,72200.0,Year,0.375,"['Power BI', 'Microsoft Excel', 'Sales', 'Customer service', 'Relational databases', 'Writing skills', 'Data analysis skills', 'English', 'Mid-level', 'Tableau', 'Databases', 'High school diploma or GED', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Customer support', '1 year', 'Data visualization']",62500.0,Data Analyst
Data Analyst 1,Specialized Dental,Franklin,TN,Full-time,66700.0,88100.0,Year,0.20833333333333334,"['Power BI', 'R', 'Mid-level', 'Tableau', 'Data governance', 'SQL', 'Analysis skills', 'Scripting', 'Data analytics', 'Data visualization', 'Communication skills']",77400.0,Data Analyst
Data Analyst,Atlanta Mission,Atlanta,GA,Full-time,50000.0,60000.0,Year,0.08333333333333333,"['Computer science', 'Power BI', 'Microsoft Excel', 'Management', 'R', 'Data analysis skills', 'Mid-level', 'Tableau', 'High school diploma or GED', 'SQL', 'Statistical analysis', ""Bachelor's degree"", 'Computer skills', 'Communication skills', 'Python']",55000.0,Data Analyst
Jr. Data Analyst,ASRC Federal,Alexandria,VA,Temporary | Full-time,66900.0,84200.0,Year,0.041666666666666664,"['Power BI', 'Mid-level', ""Bachelor's degree"", 'Data analytics']",75550.0,Data Analyst
Data Analyst,Reach Project Inc,Ithaca,NY,Full-time,26.0,28.0,Hour,0.3333333333333333,"['Microsoft Excel', 'Business intelligence', 'Information Systems', 'Mid-level']",27.0,Data Analyst
HR Analyst,Texas International Terminals,Galveston,TX,Full-time,83000.0,92000.0,Year,0.08333333333333333,"['Business Management', 'Power BI', 'Microsoft Excel', 'TWIC Card', 'Bachelor of Science', 'ADP', 'Mid-level', 'Microsoft Office', 'Analysis skills', ""Driver's License"", ""Bachelor's degree"", 'Organizational skills', 'HRIS', 'Business', 'Communication skills']",87500.0,Data Analyst
Data Analyst,Lightwave Dental,United States,Unknown,Full-time,80000.0,110000.0,Year,0.20833333333333334,"['Power BI', 'Microsoft Excel', 'Relational databases', 'Data analysis skills', 'Mid-level', 'Snowflake', 'Databases', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'CPT coding', 'ETL', '2 years', 'Communication skills']",95000.0,Data Analyst
Clinical Systems Analyst - Data Processing,Harlingen Medical Center,Harlingen,TX,Full-time,62325.87219178082,84745.32857020549,Year,0.16666666666666666,"['Meditech', 'Mid-level', 'High school diploma or GED', 'Healthcare Management', ""Bachelor's degree"", 'Health information management', '2 years']",73535.60038099316,Data Analyst
"Financial Data Analyst, Athletics",Arizona State University,Tempe,AZ,Full-time,60000.0,65000.0,Year,0.20833333333333334,"['Data analysis skills', 'Mid-level', 'Driving', 'GAAP', 'Organizational skills', 'Budgeting', ""Associate's degree"", 'Financial acumen', 'Communication skills', 'Under 1 year']",62500.0,Data Analyst
Data Analyst,BayOne,Irvine,CA,Unknown,105000.0,144000.0,Year,0.16666666666666666,"['Data modeling', 'Management', '5 years', 'Information Systems', 'Data governance', 'Finance', ""Master's degree"", ""Bachelor's degree"", 'ServiceNow', 'Senior level']",124500.0,Data Analyst
Fee-for-Service Claims & Payment Models Business Analyst,State of Colorado,Denver,CO,Full-time,5845.0,7599.0,Year,11.0,['7 years'],6722.0,Data Analyst
Special Investigations Unit - Data Analyst I,The Cincinnati Insurance Companies,Fairfield,OH,Unknown,40000.0,52000.0,Year,8.0,"['Microsoft Word', 'Microsoft Excel', 'Analysis skills', ""Associate's degree"", 'Communication skills', 'Adobe Acrobat']",46000.0,Data Analyst
POLICE INTELLIGENCE ANALYST - 0425,City of Greenville (SC),Greenville,SC,Full-time,28.69,37.29,Hour,1.0,['Mid-level'],32.99,Data Analyst
Analyst,Two Circles,New York,NY,Unknown,65000.0,75000.0,Year,0.20833333333333334,"['English', 'Mid-level', 'Analysis skills', 'Organizational skills', '1 year', 'Communication skills']",70000.0,Data Analyst
"Senior Analyst, Business Analytics",CVS Health,Hartford,CT,Full-time,46988.0,112200.0,Year,0.6666666666666666,"['Alteryx', 'Mid-level', '3 years', 'Project management', ""Bachelor's degree"", 'Data analytics']",79594.0,Data Analyst
Data Visualization Specialist,Bellevue College,Bellevue,WA,Temporary | Full-time,76113.0,110364.0,Year,0.6666666666666666,"['Statistics', 'Relational databases', 'Mid-level', 'Tableau', 'Databases', 'SQL', 'Statistical analysis', ""Bachelor's degree"", 'PeopleSoft', 'APIs', 'Budgeting', 'Data visualization']",93238.5,Data Analyst
Police Data Analyst,Louisville Metro Government,Louisville,KY,Full-time,23.77,23.77,Hour,12.0,"['Utilization review', 'Data structures', 'Mid-level']",23.77,Data Analyst
Crimes Analyst,New Hanover County,Wilmington,NC,Full-time,62325.87219178082,84745.32857020549,Year,13.0,"['Criminology', 'Report writing', 'Mid-level', 'Criminal Justice', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'SPSS', '2 years', 'Communication skills']",73535.60038099316,Data Analyst
Transit Operations Data Analyst 2,"Madison, City of (WI)",Madison,WI,Full-time,76879.14,91228.28,Year,6.0,"['Power BI', 'Mid-level', 'Tableau', 'Organizational skills']",84053.70999999999,Data Analyst
Systems Analyst,Roaring Fork Transportation Authority,Glenwood Springs,CO,Full-time,59000.0,79000.0,Year,4.0,"['Microsoft SQL Server', 'Visio', 'Microsoft Office', 'SQL', ""Driver's License"", 'Database management', ""Bachelor's degree"", 'Network architecture', '1 year', 'Communication skills', 'PowerShell', 'Entry level']",69000.0,Data Analyst
Data Governance Analyst,InnovIT USA,Atlanta,GA,Unknown,34600.0,46100.0,Year,4.0,"['Data governance', 'Presentation creation']",40350.0,Data Analyst
Business Intelligence Analyst,Franciscan Health,Mishawaka,IN,Full-time,73944.62,101673.86,Year,8.0,"['Crystal Reports', 'Power BI', 'Oracle', 'Business intelligence', 'Data analysis skills', 'Microsoft SQL Server', 'Mid-level', 'Tableau', '3 years', ""Master's degree"", 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Epic Certification']",87809.23999999999,Data Analyst
"Data & Analytics, Analyst",TikTok,Los Angeles,CA,Unknown,140000.0,190000.0,Year,13.0,"['Business analysis', 'Data analysis skills', 'Mid-level', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data visualization', '2 years', 'Communication skills']",165000.0,Data Analyst
Data Systems Support Analyst (Help Desk),"TurningPoint Healthcare Solutions, LLC",Lake Mary,FL,Unknown,63100.0,80300.0,Year,0.5,"['Jira', 'Azure', 'Data lake', 'Software troubleshooting', 'Microsoft SQL Server', 'Mid-level', 'SQL', 'IT support', 'Scripting', 'Data pipelines', 'ETL', 'Cloud computing', 'Communication skills', 'Data warehouse', 'Python']",71700.0,Data Analyst
Business Intelligence Analyst,Work from Home,Nashville,TN,Full-time,62325.87219178082,84745.32857020549,Year,0.08333333333333333,"['Revenue cycle management', 'Power BI', 'Microsoft Excel', 'Business intelligence', 'PMP', 'Data analysis skills', 'Microsoft SQL Server', 'Mid-level', 'Tableau', 'Finance', ""Master's degree"", 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Teradata', '1 year']",73535.60038099316,Data Analyst
Associate Analyst - Payroll Operations,United Airlines,Houston,TX,Full-time,52725.0,71830.0,Year,12.0,"['Microsoft Excel', 'Mid-level', 'Microsoft Office', 'High school diploma or GED', 'Analysis skills', ""Bachelor's degree"", 'PeopleSoft', 'Accounting', 'Organizational skills', 'Payroll', 'Leadership', '2 years']",62277.5,Data Analyst
Senior Schedule Analyst,AC Transit,Oakland,CA,Full-time,39.57,41.75,Hour,12.0,['Mid-level'],40.66,Data Analyst
Business Intelligence Analyst (Hybrid Eligible),Boise State University,Boise,ID,Full-time,62325.87219178082,84745.32857020549,Year,12.0,"['Jira', 'Power BI', 'Oracle', 'Business intelligence', 'Kanban', 'Relational databases', 'DevOps', 'Data structures', 'ERP systems', 'Business analysis', 'Trello', 'Project coordination', 'No experience needed', 'Microsoft Office', 'Tableau', 'Data governance', 'SQL', 'Project management', ""Bachelor's degree"", 'Scrum', 'Agile', '1 year', 'Data visualization', 'Communication skills', 'Entry level']",73535.60038099316,Data Analyst
GOVERNMENT REIMBURSEMENT ANALYST I,University of Missouri Health Care,Columbia,MO,Full-time,68265.0,111425.0,Year,12.0,"[""Bachelor's degree"", 'Accounting', 'Business Administration', '2 years']",89845.0,Data Analyst
Senior Data Visualizations Analyst,Contexture,Denver,CO,Full-time,6252.0,7250.0,Year,0.125,"['Statistical software', 'Statistics', 'Power BI', 'Microsoft Excel', 'Waterfall', 'Big data', 'R', 'Microsoft Office', 'Tableau', '3 years', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Mentoring', 'Organizational skills', 'Agile', 'Predictive analytics', 'Data visualization', 'Business requirements', 'Senior level', 'Communication skills', 'Python', 'Time management']",6751.0,Data Analyst
CLINICAL DATA ANALYST,"University of Alabama, Birmingham",Birmingham,AL,Unknown,43890.0,50000.0,Year,0.125,"['Statistics', 'Microsoft Access', 'Computer Science', 'SAS', 'R', 'Research', 'Mid-level', 'Analysis skills', ""Bachelor's degree"", 'Public Health', 'Public health']",46945.0,Data Analyst
Business Support Analyst - Special Fraud,State of Georgia,Atlanta,GA,Unknown,62325.87219178082,84745.32857020549,Year,0.125,"['1 year', 'Business', ""Associate's degree""]",73535.60038099316,Data Analyst
Business Intelligence Specialist,Penn State University,University Park,PA,Full-time,76700.0,115100.0,Year,0.5,"['Power BI', 'Microsoft SQL Server', 'Mid-level', '3 years', 'SQL']",95900.0,Data Analyst
Data & Analytics Specialist,TikTok,New York,NY,Unknown,150000.0,190000.0,Year,14.0,"['Statistics', 'Data modeling', 'Social media management', 'Business analysis', 'Data analysis skills', 'Mid-level', '3 years', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data visualization', 'Data warehouse']",170000.0,Data Analyst
Data Analytics & Policy Research Analyst (Statistician III) – 61053446,State of South Carolina,Lexington County,SC,Full-time,50000.0,70000.0,Year,0.20833333333333334,"['Statistical software', 'Power BI', 'SAS', 'R', 'Data analysis skills', 'NoSQL', 'Mid-level', 'Tableau', 'Java', 'SQL', 'C++', 'Julia', ""Bachelor's degree"", 'Regression analysis', 'Python']",60000.0,Data Analyst
"Data Analyst, User Growth - USDS",TikTok,San Jose,CA,Unknown,106400.0,232222.0,Year,0.20833333333333334,"['Mandarin', 'Microsoft Excel', 'Social media management', 'R', 'Mid-level', 'Tableau', '3 years', 'SQL', ""Bachelor's degree"", 'Regression analysis', 'A/B testing', 'Communication skills', 'Python', 'Marketing', 'Analytics']",169311.0,Data Analyst
Business Planning Associate,Tesla,Palo Alto,CA,Full-time,64000.0,150000.0,Year,0.3333333333333333,"['Economics', 'Microsoft Excel', 'Big data', 'Engineering', 'R', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data analytics', 'VBA', 'Predictive analytics', 'Data visualization']",107000.0,Data Analyst
Business Intelligence Analyst,Campfire Interactive,Ann Arbor,MI,Full-time,62000.0,82000.0,Year,0.4166666666666667,"['Power BI', 'Mid-level', ""Master's degree""]",72000.0,Data Analyst
Data Analytics Specialist,Freeman,Joplin,MO,Full-time,62325.87219178082,84745.32857020549,Year,0.4166666666666667,"['Bachelor of Science', 'Meditech', 'Mid-level', 'Finance', ""Bachelor's degree"", 'Accounting', 'Computer skills']",73535.60038099316,Data Analyst
"Senior Associate, Data Analytics",Sallie Mae,Newark,DE,Full-time,71300.0,95000.0,Year,5.0,"['Power BI', 'Statistics', 'Hypothesis testing', 'SAS', 'Data analysis skills', 'Mathematics', 'Mid-level', 'Tableau', ""Master's degree"", 'SQL', ""Bachelor's degree"", 'Financial services', 'Lending', '1 year']",83150.0,Data Analyst
IT Business Analyst,ICF,Portland,OR,Full-time,60637.0,103083.0,Year,0.5416666666666666,"['Jira', 'Microsoft Powerpoint', 'Microsoft Excel', 'Customer service', 'Business analysis', 'Visio', 'Mid-level', 'Microsoft Office', ""Bachelor's degree"", 'Energy efficiency & conservation', 'Smartsheet', 'SharePoint', 'AI', 'Document management systems', '2 years']",81860.0,Data Analyst
Data Analyst - Performance Excellence Dept (Willowbrook),Houston Methodist Willowbrook Hospital,Houston,TX,Full-time,70100.0,88300.0,Year,0.08333333333333333,"['Microsoft Excel', 'Microsoft Access', 'Data mining', 'Computer Science', 'Hypothesis testing', 'Relational databases', 'Writing skills', 'Regulatory reporting', 'Data analysis skills', 'English', 'Mid-level', 'Databases', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Scripting', 'Patient interaction']",79200.0,Data Analyst
IT Business Analyst,Jefferson County Colorado,Golden,CO,Full-time,80000.0,103000.0,Year,0.6666666666666666,"['Business analysis', 'Mid-level', 'Project management', 'Presentation skills', ""Bachelor's degree"", 'IT', '1 year', 'AI', 'Communication skills', 'Workday']",91500.0,Data Analyst
IT Financial Data Analyst,Intone Networks,Brewster,NY,Contract,83300.0,108000.0,Year,0.6666666666666666,[],95650.0,Data Analyst
"Business Intelligence Analyst / Business Intelligence Analyst, Senior (Remote - Wisconsin)",Marshfield Clinic Health System,Marshfield,WI,Full-time,48000.0,74600.0,Year,0.6666666666666666,"['SAS', 'C#', 'R', 'Information Systems', 'Microsoft Office', 'High school diploma or GED', 'SQL', 'Analysis skills', 'C++', ""Bachelor's degree"", '1 year', 'Business', 'Communication skills', 'Python', 'Entry level']",61300.0,Data Analyst
Data Analyst,Corteva Agriscience,Champaign,IL,Full-time,99549.0,124000.0,Year,0.6666666666666666,"['ArcGIS', 'Information Science', 'Management', 'R', '3 years', ""Master's degree"", 'Analysis skills', 'Linux', 'Senior level', 'Python']",111774.5,Data Analyst
Airline Strategic Programs Analyst,FedEx,Memphis,TN,Full-time,5152.82,6698.67,Year,0.20833333333333334,"['Bilingual', 'Mid-level', '3 years', ""Bachelor's degree"", 'Business Administration', 'Business', 'Supply Chain Management', 'Communication skills']",5925.745,Data Analyst
Data Analyst,Ritchie Bros.,California,Unknown,Full-time,70000.0,88600.0,Year,7.0,"['Microsoft Excel', 'Management', 'Customer service', 'Data structures', 'R', 'Mid-level', 'Finance', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Accounting', 'VBA', 'Investment banking', '2 years', 'Communication skills', 'Banking', 'Python']",79300.0,Data Analyst
Data Analyst I,JT4 LLC,Edwards,CA,Unknown,73632.0,85176.0,Year,7.0,"['Computer science', 'Mid-level', '3 years', ""Driver's License"", 'Math', 'Organizational skills']",79404.0,Data Analyst
Systems Analyst EDI - Data Management - Tech Way - Day Shift - Full Time,Sharp Healthcare,San Diego,CA,Full-time,41.44,65.49,Hour,5.0,"['SFTP', 'Management', 'EDI', 'Project planning', 'Data analysis skills', 'Mid-level', 'Snowflake', 'High school diploma or GED', 'SQL', 'AWS', 'Analysis skills', 'Organizational skills', ""Associate's degree"", '2 years']",53.464999999999996,Data Analyst
TikTok Shop - Business Analyst - Seattle,TikTok,Seattle,WA,Unknown,91200.0,160444.0,Year,11.0,"['Report writing', 'Sales', 'Writing skills', 'Data analysis skills', 'Mid-level', 'E-commerce', 'SQL', 'Analysis skills', 'Purchasing', 'Python']",125822.0,Data Analyst
Plant Master Data Analyst,Schneider Electric,Smyrna,TN,Full-time,69100.0,95200.0,Year,4.0,"['Mid-level', 'Databases', 'SQL', ""Bachelor's degree"", 'Data management', 'Materials management']",82150.0,Data Analyst
Project Forecast & Data Assurance Analyst,Siemens Energy,Orlando,FL,Full-time,59500.0,90900.0,Year,0.3333333333333333,"['Project coordination', 'Mid-level', ""Bachelor's degree""]",75200.0,Data Analyst
Business Insights Analyst II,Arkansas Children's Hospital,Little Rock,AR,Full-time,46400.0,80000.0,Year,0.3333333333333333,"['Data mining', 'Mid-level', 'High school diploma or GED', ""Bachelor's degree"", 'Machine learning']",63200.0,Data Analyst
Analyst I - Strategic Analysis,Burlington Stores,Burlington,NJ,Full-time,65000.0,80000.0,Year,0.3333333333333333,"['Microsoft Powerpoint', 'Microsoft Excel', 'Management', 'Mid-level', 'Financial analysis', 'Finance', 'Analysis skills', ""Bachelor's degree"", 'Accounting', 'Organizational skills', 'Business', '2 years', 'Communication skills']",72500.0,Data Analyst
"Management Analyst 1, HR",Franklin County Department of Human Resources,Columbus,OH,Full-time,25.48,25.48,Hour,13.0,"['Mid-level', 'Supervising experience', '2 years']",25.48,Data Analyst
Business Analyst I,Georgia Tech,Atlanta,GA,Full-time,52616.0,71557.0,Year,0.3333333333333333,"['System architecture', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Data classification', 'Organizational skills', 'Business', '2 years', 'Communication skills']",62086.5,Data Analyst
"Analyst/Sr Analyst, People Analytics",American Airlines,Dallas,TX,Unknown,72500.0,96800.0,Year,6.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Customer service', 'Mid-level', 'Microsoft Office', '3 years', ""Master's degree"", 'Presentation skills', ""Bachelor's degree"", 'Human resources', 'Business Administration', 'Business']",84650.0,Data Analyst
Statistical Analyst,Baltimore County,Towson,MD,Full-time,55062.0,62888.0,Year,6.0,['Mid-level'],58975.0,Data Analyst
Research & Development Data Analyst,Helena,Memphis,TN,Unknown,48000.0,59000.0,Year,5.0,"['Spanish', 'Power BI', 'Microsoft Excel', 'Oracle', 'English', 'Mid-level', 'Microsoft Office', '3 years', 'SQL', ""Bachelor's degree"", 'Data analytics', 'SharePoint', 'Pivot tables']",53500.0,Data Analyst
Data Analytics Specialist,Ford Motor Company,Livonia,MI,Full-time,50700.0,72200.0,Year,7.0,"['Power BI', 'Microsoft Excel', 'Data mining', 'XML', 'Visual Basic', 'SAS', 'C#', 'R', 'Lean', 'Alteryx', 'Mid-level', 'Tableau', 'Minitab', 'SQL', 'Six Sigma', 'Analysis skills', 'C++', ""Bachelor's degree"", 'Machine learning', 'JavaScript', 'Data analytics', 'Organizational skills', 'VBA', 'ETL', 'Regression analysis', 'SPSS', 'Communication skills', 'Python']",61450.0,Data Analyst
Reporting/Pricing Data Analyst,Margin Recovery International,New Orleans,LA,Full-time,46600.0,58600.0,Year,7.0,"['Power BI', 'Microsoft Excel', 'Relational databases', 'Mid-level', 'SQL', 'Analysis skills']",52600.0,Data Analyst
Logistics Analyst,"Ruiz Food Products, Inc.",Frisco,TX,Full-time,75000.0,90000.0,Year,7.0,"['Microsoft Powerpoint', 'Microsoft Excel', '5 years', 'Data analysis skills', 'Logistics', 'Mid-level', 'Microsoft Office', 'Analysis skills', 'Transportation management systems', ""Bachelor's degree"", 'Grocery store', 'Leadership', 'Communication skills']",82500.0,Data Analyst
"Analyst, Customer Intelligence (Data Management & Analytics)",Oriental Bank in San Juan,San Juan,PR,Full-time,38400.0,58800.0,Year,7.0,"['Spanish', 'Power BI', 'Microsoft Excel', 'Data mining', 'Customer retention', 'Computer Science', 'Data structures', 'Data analysis skills', 'English', 'Mid-level', 'Microsoft Office', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Industrial Engineering', 'Data visualization', 'Communication skills']",48600.0,Data Analyst
POWER BI ANALYST,Catholic Cemeteries,Doral,FL,Unknown,61800.0,78200.0,Year,1.0,"['Bereavement support', 'Power BI', 'Data modeling', 'Management', 'Customer service', 'Data analysis skills', 'English', 'Information Systems', 'Mid-level', 'Databases', ""Driver's License"", ""Bachelor's degree"", 'Data analytics', '2 years', 'Communication skills']",70000.0,Data Analyst
Business Analyst,Think Bank,Rochester,MN,Full-time,62325.87219178082,84745.32857020549,Year,0.4166666666666667,"['5 years', 'Mid-level', 'High school diploma or GED', 'Analysis skills', ""Bachelor's degree"", 'Financial services']",73535.60038099316,Data Analyst
Database Analyst,Intone Networks,Tallahassee,FL,Contract,99000.0,116000.0,Year,12.0,[],107500.0,Data Analyst
Remote Senior Business Intelligence Reporting Analyst,Carrington Mortgage Holdings,California,Unknown,Full-time,90000.0,120000.0,Year,12.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft SQL Server', 'SSRS', 'Microsoft Office', 'Analysis skills', 'Organizational skills', 'Senior level']",105000.0,Data Analyst
"Power Risk Analyst (I, II or Sr)",Public Utility District No. 1 of Chelan County,Wenatchee,WA,Full-time,65200.0,147480.0,Year,4.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Power BI', 'Data modeling', 'Microsoft Excel', 'Management', 'Writing skills', 'Data analysis skills', 'English', 'Finance', 'Analysis skills', 'Records management', ""Bachelor's degree"", 'Data management', 'Risk analysis', 'Risk management', 'Organizational skills', 'Hydroelectric energy', 'Communication skills', 'Entry level']",106340.0,Data Analyst
Data Analyst,"Laborde Products, Inc.",Covington,LA,Unknown,53100.0,71300.0,Year,6.0,"['Mid-level', '3 years', ""Driver's License"", ""Bachelor's degree"", 'Organizational skills', 'Data science', 'Business', 'Communication skills']",62200.0,Data Analyst
Business Analyst – Legal Operations,Auto-Owners Insurance,Lansing,MI,Full-time,44400.0,60600.0,Year,6.0,"['Working with people with disabilities', 'Analysis skills', 'Quality assurance', ""Bachelor's degree"", 'Communication skills']",52500.0,Data Analyst
Airline Business Development Data Analyst I,Metropolitan Washington Airports Authority,Dulles,VA,Full-time,82680.0,119888.0,Year,11.0,"['Microsoft Powerpoint', 'Economics', 'Microsoft Excel', 'Mid-level', 'Economic development', '3 years', 'Customer segmentation', 'Business development', ""Driver's License"", ""Bachelor's degree"", 'Forecasting', 'Aviation', 'Computer skills', 'Business Administration']",101284.0,Data Analyst
"Analyst, Business Intelligence Unit",Alvarez and Marsal,Texas,Unknown,Full-time,60000.0,85000.0,Year,0.16666666666666666,"['Power BI', 'Hypothesis testing', 'Relational databases', 'R', 'Mid-level', 'Databases', 'SQL', ""Bachelor's degree"", 'Machine learning', 'Regression analysis', 'Clustering', 'AI', 'Communication skills']",72500.0,Data Analyst
"Analyst, UHealth Management Reporting",University of Miami,Medley,FL,Full-time,35500.0,48800.0,Year,0.16666666666666666,"['Mid-level', '3 years', ""Bachelor's degree""]",42150.0,Data Analyst
JD Logistics - Data Analyst,JD.com,Atlanta,GA,Full-time,57300.0,72500.0,Year,0.16666666666666666,"['Bilingual', 'Mandarin', 'Warehouse management system', 'English', 'Mid-level', ""Bachelor's degree""]",64900.0,Data Analyst
Associate Analytics & Insights Analyst,SellEthics Marketing Group,United States,Unknown,Unknown,29300.0,33700.0,Year,0.16666666666666666,"['Nielsen', 'Entry level']",31500.0,Data Analyst
Inventory Analyst,Children's Wisconsin,West Allis,WI,Full-time,48300.0,60300.0,Year,11.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'Microsoft Outlook', 'Customer service', 'Supply chain', 'Mid-level', 'Windows', ""Bachelor's degree"", 'Computer skills', 'Business management']",54300.0,Data Analyst
Finance Analyst,"University of California, Santa Barbara",Santa Barbara,CA,Full-time,28.07,48.28,Hour,11.0,"['Accounts receivable', 'Microsoft Excel', 'Accounts payable', 'Customer service', 'Computer literacy', 'Writing skills', 'Mid-level', 'Administrative experience', 'Analysis skills', ""Bachelor's degree"", 'Accounting', 'General ledger accounting', 'Organizational skills', 'Computer skills', 'Budgeting', '1 year', 'Communication skills']",38.175,Data Analyst
"Analyst, FP&A Business Operations",Tesla,Sparks,NV,Full-time,64800.0,136000.0,Year,5.0,"['Financial modeling', 'Mid-level', 'Microsoft Office', 'Analysis skills', ""Bachelor's degree"", 'Organizational skills']",100400.0,Data Analyst
Human Resources Data & Systems Analyst-IT-BHC-#17894,Broward Health Corporate ISC,Fort Lauderdale,FL,Full-time,37800.0,46500.0,Year,5.0,"['Microsoft Excel', 'ERP systems', 'Mid-level']",42150.0,Data Analyst
"Analyst II, Data and Reporting - Hybrid",CarMax,Kennesaw,GA,Unknown,62325.87219178082,84745.32857020549,Year,5.0,"['Power BI', 'Oracle', 'Data analysis skills', 'Microsoft SQL Server', 'SSRS', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'GitHub', 'Teradata', '1 year']",73535.60038099316,Data Analyst
Regulatory Remediation Analyst,KeyBank National Association,Remote,Unknown,Full-time,90000.0,120000.0,Year,4.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'Microsoft Outlook', 'Mid-level', 'Microsoft Office', ""Bachelor's degree"", 'Relationship management', 'Time management']",105000.0,Data Analyst
ITAM Business Analyst,Wipro Limited,Louisville,KY,Contract,60000.0,80000.0,Year,6.0,['Mid-level'],70000.0,Data Analyst
Associate Business Analyst,Spectrum,Stamford,CT,Full-time,62325.87219178082,84745.32857020549,Year,4.0,"['Jira', 'Microsoft Powerpoint', 'Microsoft Excel', 'Management', 'Business analysis', 'Visio', ""Bachelor's degree"", 'Organizational skills', 'Business', 'Entry level']",73535.60038099316,Data Analyst
Data Analyst,"ECS Federal, LLC",Memphis,TN,Unknown,62325.87219178082,84745.32857020549,Year,4.0,"['Computer science', 'Oracle', 'Data mining', 'Relational databases', 'Data structures', 'Microsoft SQL Server', 'Mid-level', 'Databases', 'SQL', ""Bachelor's degree"", 'Cleaning', 'JSON', 'Data collection', '1 year', 'Metadata']",73535.60038099316,Data Analyst
Data Operations Quality Analyst,"MOBE, LLC",Reno,NV,Full-time,67800.0,92500.0,Year,4.0,['Mid-level'],80150.0,Data Analyst
Management Analyst I (Partial Remote/Local) - Supply Chain Informatics,UTMB Health,Galveston,TX,Unknown,62300.0,82000.0,Year,5.0,"['Power BI', 'Oracle', 'Mid-level', 'Data governance', 'Finance', 'SQL', 'Project management', 'Quality assurance', ""Bachelor's degree"", 'PeopleSoft', 'Accounting', 'Supply Chain Management']",72150.0,Data Analyst
Data Intelligence Research Analyst,CBRE,Washington,DC,Full-time,60000.0,66300.0,Year,7.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'R', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Pivot tables', 'Python']",63150.0,Data Analyst
Business Analyst,InnovIT USA,Atlanta,GA,Part-time,81600.0,105000.0,Year,7.0,[],93300.0,Data Analyst
Hourly Data Analyst,New Jersey Institute of Technology,Newark,NJ,Part-time,49600.0,75400.0,Year,6.0,"['Doctoral degree', 'Chemical Engineering', 'Market analysis', 'Research', 'Doctor of Chemistry', 'Project management', 'Doctor of Philosophy', 'Mentoring', 'Interviewing', 'Leadership', 'Communication skills', 'Chemical engineering', 'Entry level']",62500.0,Data Analyst
TiMi Bellevue- Data analyst,Tencent,Bellevue,WA,Full-time,33.5,60.0,Hour,13.0,"['Microsoft Excel', 'Data analysis skills', 'Mid-level', '3 years', 'SQL']",46.75,Data Analyst
Data Analyst/Biostatistician,Columbia University,New York,NY,Full-time,66000.0,72000.0,Year,13.0,"['Biostatistics', 'SAS', 'R', 'Mid-level', '3 years', ""Master's degree"", 'Administrative experience', ""Bachelor's degree"", 'Machine learning']",69000.0,Data Analyst
